n_train,frac,split,fold,Accuracy,Precision,Recall,F1,ROC-AUC,Dataset,Model
501,0.6,train,2,0.7864271457085829,1.0,0.02727272727272727,0.05309734513274336,0.595559172285515,Student Performance,Neural network (MLP)
501,0.6,validation,2,0.784688995215311,1.0,0.021739130434782608,0.0425531914893617,0.4981328354227794,Student Performance,Neural network (MLP)
668,0.8,train,2,0.7874251497005988,0.8571428571428571,0.04081632653061224,0.07792207792207792,0.5689869037826263,Student Performance,Neural network (MLP)
668,0.8,validation,2,0.7799043062200957,0.5,0.021739130434782608,0.041666666666666664,0.4983995732195252,Student Performance,Neural network (MLP)
835,1.0,train,2,0.8335329341317366,0.7272727272727273,0.391304347826087,0.508833922261484,0.8734138115274159,Student Performance,Neural network (MLP)
835,1.0,validation,2,0.8181818181818182,0.7,0.30434782608695654,0.42424242424242425,0.7460656174979995,Student Performance,Neural network (MLP)
41,0.05,train,3,0.8048780487804879,1.0,0.1111111111111111,0.2,0.7118055555555556,Student Performance,Neural network (MLP)
41,0.05,validation,3,0.7464114832535885,0.1111111111111111,0.021739130434782608,0.03636363636363636,0.4793278207522006,Student Performance,Neural network (MLP)
83,0.1,train,3,0.7228915662650602,0.4,0.5555555555555556,0.46511627906976744,0.7367521367521368,Student Performance,Neural network (MLP)
83,0.1,validation,3,0.6028708133971292,0.2597402597402597,0.43478260869565216,0.3252032520325203,0.5672179247799413,Student Performance,Neural network (MLP)
167,0.2,train,3,0.7544910179640718,0.4090909090909091,0.24324324324324326,0.3050847457627119,0.6130977130977132,Student Performance,Neural network (MLP)
167,0.2,validation,3,0.6985645933014354,0.2926829268292683,0.2608695652173913,0.27586206896551724,0.5416110962923446,Student Performance,Neural network (MLP)
334,0.4,train,3,0.7874251497005988,1.0,0.04054054054054054,0.07792207792207792,0.694022869022869,Student Performance,Neural network (MLP)
334,0.4,validation,3,0.7799043062200957,0.0,0.0,0.0,0.6492397972792745,Student Performance,Neural network (MLP)
501,0.6,train,3,0.7664670658682635,0.3939393939393939,0.11818181818181818,0.18181818181818182,0.5366193908393397,Student Performance,Neural network (MLP)
501,0.6,validation,3,0.7511961722488039,0.3333333333333333,0.13043478260869565,0.1875,0.5514803947719392,Student Performance,Neural network (MLP)
668,0.8,train,3,0.7859281437125748,0.75,0.04081632653061224,0.07741935483870968,0.5565435387206706,Student Performance,Neural network (MLP)
668,0.8,validation,3,0.7799043062200957,0.0,0.0,0.0,0.6014937316617764,Student Performance,Neural network (MLP)
835,1.0,train,3,0.8275449101796407,0.7777777777777778,0.30434782608695654,0.4375,0.8708174714486074,Student Performance,Neural network (MLP)
835,1.0,validation,3,0.8086124401913876,0.65,0.2826086956521739,0.3939393939393939,0.8172846092291278,Student Performance,Neural network (MLP)
41,0.05,train,4,0.5853658536585366,0.3181818181818182,0.7777777777777778,0.45161290322580644,0.6875,Student Performance,Neural network (MLP)
41,0.05,validation,4,0.3942307692307692,0.15517241379310345,0.391304347826087,0.2222222222222222,0.3695652173913043,Student Performance,Neural network (MLP)
83,0.1,train,4,0.7831325301204819,0.0,0.0,0.0,0.7051282051282051,Student Performance,Neural network (MLP)
83,0.1,validation,4,0.7548076923076923,0.14285714285714285,0.021739130434782608,0.03773584905660377,0.4106280193236715,Student Performance,Neural network (MLP)
167,0.2,train,4,0.6586826347305389,0.2826086956521739,0.35135135135135137,0.3132530120481928,0.6141372141372141,Student Performance,Neural network (MLP)
167,0.2,validation,4,0.6634615384615384,0.25,0.2608695652173913,0.2553191489361702,0.46108427267847557,Student Performance,Neural network (MLP)
334,0.4,train,4,0.781437125748503,0.6,0.04054054054054054,0.0759493670886076,0.5464656964656964,Student Performance,Neural network (MLP)
334,0.4,validation,4,0.7932692307692307,0.8,0.08695652173913043,0.1568627450980392,0.44994632313472893,Student Performance,Neural network (MLP)
501,0.6,train,4,0.8223552894211577,0.8181818181818182,0.24545454545454545,0.3776223776223776,0.8453150430132528,Student Performance,Neural network (MLP)
501,0.6,validation,4,0.7980769230769231,0.8333333333333334,0.10869565217391304,0.19230769230769232,0.7094739667203436,Student Performance,Neural network (MLP)
668,0.8,train,4,0.7859281437125748,0.625,0.06802721088435375,0.12269938650306748,0.5546894381553005,Student Performance,Neural network (MLP)
668,0.8,validation,4,0.7836538461538461,0.6666666666666666,0.043478260869565216,0.08163265306122448,0.4402844873859367,Student Performance,Neural network (MLP)
836,1.0,train,4,0.8301435406698564,0.7625,0.33152173913043476,0.4621212121212121,0.8736413043478262,Student Performance,Neural network (MLP)
836,1.0,validation,4,0.7980769230769231,0.6428571428571429,0.1956521739130435,0.3,0.6910896403650028,Student Performance,Neural network (MLP)
